data_compra_date;id_pedido;id_produto;entrega_uf;receita_frete;receita_produto;quantidade_produto;situacao;tipo_venda;canal;desconto_produto;receita_total;nome_produto;categoria
08/01/2020;7558118;466671;RS;46,06000137;209,89999390;1;Aprovado;1P;Magazine Luiza;-20,99000;234,96999550;Armário Multiuso para Forno e Microondas com Fruteira Espresso Móveis;Fruteiras
21/01/2020;7732589;205068;SP;44,20000076;96,95999908;1;Aprovado;1P;MM;0,00000;141,15999980;Painel para TV até 42 Polegadas com Suporte Universal Flash Artely;Painel para TV
21/01/2020;7723873;365122;MG;87,18000031;160,89999390;1;Aprovado;1P;MM;0,00000;248,07999420;Estante para Livros 5 Prateleiras Linus Qmovi;Estantes
26/01/2020;7786228;1171770;MG;19,51000023;77,30000305;1;Aprovado;3P;MM;0,00000;96,81000328;Espelho Decorativo Coração Grandes;Espelhos
16/01/2020;7669384;533775;SC;67,02999878;229,89999390;1;Cancelado;1P;MM;0,00000;296,92999270;Balcão de Cozinha com Tampo 3 Portas Vega Arte Moveis;Balcão de Cozinha
15/01/2020;7652153;512616;SP;68,79000092;279,89999390;1;Aprovado;1P;MM;0,00000;348,68999480;Mesa para Escritório Office Estilo Industrial 135cm Kuadra Compace;Escrivaninhas
20/01/2020;7722417;481474;SP;53,34999847;170,89999390;1;Aprovado;1P;B2W;-8,55000;215,69999220;Escrivaninha 120cm Porto Espresso Móveis;Escrivaninhas
05/01/2020;7512917;526444;BA;99,29000092;149,63000490;1;Aprovado;1P;MM;0,00000;248,92000580;Mesa de Cabeceira 2 Gavetas Branco Paris Bianchi Móveis;Mesas de Cabeceira
22/01/2020;7741290;250346;SP;93,98000336;422,10998540;1;Aprovado;1P;MM;0,00000;516,09000400;Cômoda 7 Gavetas 2 Portas com Rodízios London Yescasa;Cômodas
12/01/2020;7621727;179110;SP;0,00000000;259,89999390;1;Cancelado;1P;MM;0,00000;259,89999390;Cômoda 5 Gavetas Premium Tcil Móveis;Cômodas
03/01/2020;7486618;542023;SP;54,13000107;259,89999390;1;Aprovado;1P;B2W;-25,99000;288,03999520;Painel para TV até 65 Polegadas 2 Portas Âmbar Móveis Bechara;Painel para TV
15/01/2020;7662727;512707;SP;0,00000000;685,27001950;1;Cancelado;1P;MM;0,00000;685,27001950;Guarda Roupa Casal 6 Portas 2 Gavetas Itá Espresso Móveis;Guarda-Roupas
02/01/2020;7462890;277466;PR;115,16000370;259,89999390;1;Aprovado;1P;MM;0,00000;375,05999760;Rack para TV até 60 Polegadas 2 Portas Retrô Ônix Móveis Bechara;Racks
14/01/2020;7645418;221836;SP;0,00000000;289,89999390;1;Aprovado;1P;MM;-43,49000;246,40999390;Cômoda 5 Gavetas Premium Tcil Móveis;Cômodas
09/01/2020;7574248;1245859;MG;30,46999931;89,98999786;1;Aprovado;3P;MM;0,00000;120,45999720;Espelho Decorativo em Acrílico Espelhado Personalizável 85 x 45cm;Espelhos
10/01/2020;7594547;2253255;SP;69,90000153;889,90002440;1;Aprovado;3P;MM;0,00000;959,80002590;Colchão Castor Black & White Air D45 One Face Casal 138x188x23;Colchão
09/01/2020;7572036;475546;PR;60,77000046;239,89999390;1;Aprovado;1P;MM;-23,99000;276,67999440;Penteadeira Camarim Suspensa com Espelho Mimo Espresso Móveis;Penteadeiras
11/01/2020;7598321;487962;SP;98,19000244;468,55999760;1;Aprovado;1P;CNova;0,00000;566,75000000;Guarda Roupa Casal 6 Portas 2 Gavetas Paris Espresso Móveis;Guarda-Roupas
05/01/2020;7511850;290742;RN;78,41000366;122,62999730;1;Aprovado;1P;Magazine Luiza;-12,26000;188,78000070;Painel pra TV até 43 Polegadas Ipê Linea Brasil;Painel para TV
26/01/2020;7788578;533278;SP;39,31999969;163,89999390;1;Aprovado;1P;MM;-8,20000;195,01999360;Armário Multiuso 1 Porta 4 Prateleiras Olinda Arte Móveis;Armários Multiuso
08/01/2020;7553671;508129;SP;98,55000305;692,90997310;1;Em Aprovação;1P;Magazine Luiza;-69,29044;722,16954070;Estante Home Theater para TV até 65 Polegadas Dinamarca Espelho Plus Mavaular;Estantes para TV e Home Theater
04/01/2020;7504282;155943;MG;172,41000370;859,90002440;1;Aprovado;1P;MM;-85,99000;946,32002810;Guarda Roupa Casal com Espelho 3 Portas de Correr Lotse Espresso Móveis;Guarda-Roupas
17/01/2020;7680953;2270495;SP;17,60000038;100,00000000;1;Aprovado;3P;MM;0,00000;117,60000040;Kit 6 Placas 3D Tijolo Branco;Tijolos
18/01/2020;7693470;533309;SP;140,83999630;799,90002440;1;Cancelado;1P;B2W;0,00000;940,74002080;Conjunto Sala de Jantar Mesa 4 Cadeiras Luísa Espresso  Móveis;Conjuntos de Mesas e Cadeiras de Jantar
19/01/2020;7699000;565734;SP;147,38000490;1578,90002400;1;Cancelado;1P;MM;0,00000;1726,28002900;Cozinha Compacta 4 Peças Duquesa Nesher Móveis;Armários de Cozinha
03/01/2020;7475560;511351;MG;38,83000183;116,90000150;1;Aprovado;1P;Magazine Luiza;0,00000;155,73000340;Painel para TV até 50 Polegadas Kenzo Móveis Bechara;Painel para TV
26/01/2020;7781131;415527;SP;0,00000000;219,89999390;1;Aprovado;1P;MM;0,00000;219,89999390;Kit Infantil 2 Nichos Cubo com 4 Prateleiras Alki Kit Cubos Baby Espresso Móveis;Nichos e Prateleiras
05/01/2020;7508800;471831;SP;98,98999786;399,89999390;1;Cancelado;1P;CNova;0,00000;498,88999180;Cômoda 2 Portas 7 Gavetas Paris Yescasa;Cômodas
14/01/2020;7645612;255408;SP;55,70000076;102,90000150;1;Cancelado;1P;MM;0,00000;158,60000230;Espelho Girassol 55cmx44cm Flora Astra;Espelhos
15/01/2020;7654512;551201;SP;63,88999939;439,89999390;1;Cancelado;1P;MM;0,00000;503,78999330;Cômoda 3 Gavetas 1 Porta Milão Espresso Móveis;Cômodas
22/01/2020;7740351;2155743;PR;80,00000000;721,98999020;1;Aprovado;3P;MM;0,00000;801,98999020;Cristaleira com Espelho 2 Portas de Vidro Charme Imcal;Cristaleiras
17/01/2020;7679795;467534;SP;61,20000076;359,89999390;1;Aprovado;1P;MM;-39,58000;381,51999470;Cômoda 7 Gavetas 1 Porta Aurora Demóbile;Cômodas
10/01/2020;7597178;289465;RJ;49,77000046;219,89999390;1;Aprovado;1P;B2W;0,00000;269,66999440;Mesa para Escritório em L 1 Gaveta Max Zanzini;Escrivaninhas
16/01/2020;7671416;2412752;SP;70,00000000;193,00000000;1;Cancelado;3P;MM;0,00000;263,00000000;Mini Cama Infantil Vingadores 2, cama de menino, quarto;Camas
22/01/2020;7740179;1773582;SP;179,89999390;1599,90002400;1;Aprovado;3P;MM;0,00000;1779,80001800;Sofá Montenegro 3,02M Retrátil e Reclinável com Molas No Assento e 2 Almofadas Lombar Moveis;Sofás
06/01/2020;7524358;328383;SP;65,63999939;116,90000150;1;Aprovado;1P;B2W;0,00000;182,53999330;Cabeceira Queen Painel Ongaratto Belmax;Cabeceiras
04/01/2020;7497874;201976;SP;57,93000031;89,90000153;1;Aprovado;1P;Magazine Luiza;0,00000;147,83000180;Painel para TV até 42 Polegadas Life Espresso Móveis;Painel para TV
15/01/2020;7663905;279030;MG;69,62999725;174,69999690;1;Aprovado;1P;Mercado Livre;0,00000;244,32999420;Cama Casal Mônaco Tcil Móveis;Camas
22/01/2020;7745701;529673;SP;74,87000275;309,89999390;1;Aprovado;1P;B2W;0,00000;384,76999660;Mesa Gamer Pro 5 Nichos Espresso Móveis;Escrivaninhas
07/01/2020;7536418;345184;RJ;137,92999270;1329,90002400;1;Aprovado;1P;B2W;0,00000;1467,83001700;Guarda Roupa Casal com Espelho 10 Portas Grécia Móveis Cavazotto;Guarda-Roupas
19/01/2020;7700128;1618178;SP;69,00000000;379,00000000;1;Cancelado;3P;MM;0,00000;448,00000000;Cama Box Baú Solteiro Corino Preto com Pistao A Gás;Camas Box
08/01/2020;7564648;293745;SC;79,18000031;299,89999390;1;Aprovado;1P;B2W;0,00000;379,07999420;Bicama Solteiro Funny III Conquista Móveis;Camas
09/01/2020;7569344;285033;RJ;157,38000490;489,29000850;1;Cancelado;1P;CNova;0,00000;646,67001340;Guarda Roupa Solteiro com Espelho 2 Portas 2 Gavetas Cancun Espresso Móveis;Guarda-Roupas
13/01/2020;7626840;554425;MG;64,94999695;409,89999390;1;Aprovado;1P;B2W;0,00000;474,84999080;Painel para TV até 60 Polegadas 4 Prateleiras Pietra Macchiato Móveis;Painel para TV
15/01/2020;7652273;510388;RS;194,83999630;579,90002440;1;Aprovado;1P;B2W;-29,00000;745,74002080;Guarda Roupa Casal com Cabeceira Baú 5 Portas 3 Gavetas e Prateleiras Cancun Espresso Móveis;Guarda-Roupas
04/01/2020;7497169;533026;SP;39,04000092;154,89999390;1;Aprovado;1P;MM;0,00000;193,93999480;Armário Aéreo de Cozinha 3 Portas 1 Nicho Arte Móveis;Armários de Cozinha
24/01/2020;7768299;555672;AL;257,89001460;779,90002440;1;Aprovado;1P;Mercado Livre;0,00000;1037,79003900;Quarto de Bebê Completo Guarda Roupa 3 Portas Cômoda 4 Gavetas e Berço Montagem Flex Núbia Espresso Móveis;Conjuntos de Quarto
23/01/2020;7760843;1126603;SP;191,39999390;678,00000000;2;Cancelado;3P;MM;0,00000;869,39999390;Poltrona Opalla - 01 Lugar, Base Palito Imbuia;Poltronas
24/01/2020;7766606;217778;SP;0,00000000;243,22000120;1;Aprovado;1P;MM;-12,17000;231,04999550;Plafon para 4 Lâmpadas Redondo 50cm 7653 JD Molina;Plafons
04/01/2020;7502935;192307;SC;49,75000000;170,21000670;1;Aprovado;1P;MM;-8,52000;211,44000670;Mesa de Apoio Lateral Sweet Caemmun;Mesa Lateral
24/01/2020;7767471;544113;SP;28,19000053;180,89999390;1;Aprovado;1P;MM;0,00000;209,08999630;Escrivaninha Cavalete 4 Prateleiras Hawaii Yescasa;Escrivaninhas
26/01/2020;7783172;2243760;SP;49,00000000;135,00000000;1;Aprovado;3P;MM;0,00000;184,00000000;Colchão Solteiro Espuma Densidade 20 - 188x88;Colchão
22/01/2020;7736783;1584788;RJ;23,39999962;79,50000000;1;Aprovado;3P;MM;0,00000;102,89999960;Mini Climatizador Ventilador Portátil com Lâmpada Colorida USB;Ventilador
03/01/2020;7477313;102985;PI;43,86000061;146,71000670;1;Aprovado;1P;B2W;-14,68000;175,89000700;Cantoneira Grande ICG Itatiaia;Nichos e Prateleiras
02/01/2020;7461248;174028;SE;263,39999390;639,90002440;1;Aprovado;1P;MM;0,00000;903,30001830;Guarda Roupa Casal com Espelho 3 Portas de Correr Lara Espresso Móveis;Guarda-Roupas
15/01/2020;7660243;192966;SP;53,56000137;141,89999390;1;Aprovado;1P;MM;0,00000;195,45999530;Armário Fruteira 2 Portas com Nicho Espresso Móveis;Fruteiras
14/01/2020;7643573;279400;SP;0,00000000;1009,90002400;1;Aprovado;1P;MM;0,00000;1009,90002400;Guarda Roupa Solteiro com Espelho 2 Portas de Correr Terrazo Yescasa;Guarda-Roupas
18/01/2020;7690988;521130;SP;142,91000370;489,89999390;1;Aprovado;1P;MM;0,00000;632,80999760;Cristaleira 2 Portas de Vidro 3 Prateleiras 2 Gavetas Lady Espresso Móveis;Cristaleiras
10/01/2020;7597356;481500;RS;65,01000214;155,89999390;1;Aprovado;1P;B2W;0,00000;220,90999600;Escrivaninha 90cm Porto Espresso Móveis;Escrivaninhas
15/01/2020;7653755;103259;SP;56,47000122;299,89999390;1;Aprovado;1P;MM;-23,99600;332,37399560;Balcão de Canto 1 Porta Jazz IAG Itatiaia;Balcão de Cozinha
06/01/2020;7522727;522076;SP;55,58000183;309,89999390;1;Aprovado;1P;MM;-31,00000;334,47999570;Balcão Cozinha 3 Portas 1 Gaveta Star Itatiaia 100% mdf;Balcão de Cozinha
27/01/2020;7793177;2262357;SP;49,00000000;499,89999390;1;Cancelado;3P;MM;0,00000;548,89999390;Kit 02 Espelhos Decorativo Redondo 54cm e 67cm com Alça Adnet B01 Escandinavo Preto - Lyam Decor;Espelhos
22/01/2020;7746652;1128368;SP;23,27000046;111,90000150;1;Aprovado;3P;MM;0,00000;135,17000200;Lustre Infantil Pendente Duplo Encanto de Menina Quarto Bebe;Lustres e Pendentes
05/01/2020;7510373;2040578;RJ;33,77000046;196,00000000;1;Aprovado;3P;MM;0,00000;229,77000050;Espelho Decorativo Quadrados Para Parede Quarto Ou Sala;Espelhos
12/01/2020;7619838;272281;SP;63,72000122;446,91000370;1;Cancelado;1P;MM;-37,69000;472,94000490;Balcão de Cozinha 1 Porta 4 Gavetas 120cm Maxxi Kappesberg;Balcão de Cozinha
23/01/2020;7755649;183399;RJ;93,52999878;138,25000000;1;Aprovado;1P;MM;0,00000;231,77999880;Cabeceira Casal Regulável com Prateleiras Acapulco J&A Móveis;Cabeceiras
06/01/2020;7532348;243715;SP;36,11999893;189,89999390;1;Cancelado;1P;B2W;0,00000;226,01999280;Cômoda Sapateira 1 Porta 5 Gavetas Zurique Evidência Móveis;Cômodas
07/01/2020;7543631;522507;MG;91,86000061;319,79998780;1;Aprovado;1P;Zoom;0,00000;411,65998840;Penteadeira Camarim com Espelho e LED 3 Gavetas 2 Portas Carisma Demóbile;Penteadeiras
30/01/2020;7831127;325483;SP;52,36000061;106,90000150;1;Aprovado;1P;MM;0,00000;159,26000210;Mesa de Centro Nicho Retangular Retrô RT3020 Movelbento;Mesas de Centro
05/01/2020;7510791;206369;SP;67,59999847;549,90002440;1;Em Aprovação;1P;Magazine Luiza;-54,99000;562,51002120;Lavadora Semiautomática 13kg Big Mueller 220V;Lavadoras de Roupas
03/01/2020;7489713;108920;SP;0,00000000;242,89999390;1;Aprovado;1P;Magazine Luiza;-24,29000;218,60999300;Mesa para Escritório ME4109 Tecno Mobili;Escrivaninhas
15/01/2020;7659212;1704175;RS;91,41000366;276,98999020;1;Aprovado;3P;MM;0,00000;368,39999390;Tapete Sisal Sala 2,00 x 3,00 Antiderrapante Clean S-476;Tapetes
08/01/2020;7554678;197650;SP;59,59000015;269,89999390;1;Aprovado;1P;MM;-26,99000;302,49999400;Penteadeira Camarim com Espelho 1 Gaveta 1 Porta Anita Yescasa;Penteadeiras
21/01/2020;7726050;481473;RS;62,47999954;169,89999390;1;Aprovado;1P;MM;0,00000;232,37999340;Escrivaninha 120cm Porto Espresso Móveis;Escrivaninhas
17/01/2020;7676928;545261;RS;234,25999450;739,90002440;1;Aprovado;1P;MM;0,00000;974,16001890;Guarda Roupa Casal 6 Portas 3 Gavetas Melvin Espresso Móveis;Guarda-Roupas
02/01/2020;7465883;201981;MG;84,44000244;203,10000610;1;Aprovado;1P;Magazine Luiza;0,00000;287,54000850;Rack para TV até 55 Polegadas Cedro Espresso Móveis;Racks
10/01/2020;7585870;517585;SP;223,44000240;1299,90002400;1;Aprovado;1P;MM;0,00000;1523,34002700;Conjunto Sala de Jantar 6 Cadeiras Kate Espresso Moveis;Conjuntos de Mesas e Cadeiras de Jantar
21/01/2020;7725014;1761746;MG;69,00000000;339,00000000;1;Cancelado;3P;MM;0,00000;408,00000000;Poltrona Opalla Capuccino 01 Lugar;Poltronas
06/01/2020;7535698;195128;SP;62,70000076;709,90002440;1;Aprovado;1P;B2W;0,00000;772,60002520;Guarda Roupa Casal com Espelho 3 Portas de Correr Luna Rufato;Guarda-Roupas
18/01/2020;7689368;219326;SC;49,09999847;334,79998780;1;Aprovado;1P;Magazine Luiza;0,00000;383,89998630;Sala de Estar Rack com Painel TV até 47 Polegadas e Mesa de Centro Requinte Espresso Móveis;Conjuntos de Sala de Estar
13/01/2020;7627018;211678;SP;27,18000031;176,74000550;1;Aprovado;1P;B2W;0,00000;203,92000580;Estante para Livros 5 Prateleiras Multy Artely;Estantes
16/01/2020;7664200;1444777;SP;125,00000000;549,00000000;1;Cancelado;3P;MM;0,00000;674,00000000;Churrasqueira Carrinho Churrasco Espetinho Aço Inox e Grelhas;Churrasqueiras e Assadores
20/01/2020;7721089;340864;PE;75,84999847;166,89999390;1;Aprovado;1P;MM;0,00000;242,74999240;Buffet 3 Portas BHO 25 BRV Móveis;Buffets
25/01/2020;7774401;521910;RS;99,22000122;459,79998780;2;Aprovado;1P;MM;0,00000;559,01998900;Escrivaninha com Estante 2 Gavetas Poli Poliman Móveis;Escrivaninhas
04/01/2020;7499382;279403;PI;109,02999880;568,90002440;1;Aprovado;1P;B2W;0,00000;677,93002320;Guarda Roupa de Bebê 4 Portas 2 Gavetas Ariel Carolina Baby;Guarda-Roupas
15/01/2020;7660037;555013;SP;86,26000214;499,89999390;1;Aprovado;1P;B2W;0,00000;586,15999600;Cozinha Compacta 4 Peças Balcão com Tampo 3 Portas de Vidro Elaine Macchiato Móveis;Armários de Cozinha
31/01/2020;7849445;195128;SP;108,37000270;619,90002440;1;Aprovado;1P;CNova;0,00000;728,27002720;Guarda Roupa Casal com Espelho 3 Portas de Correr Luna Rufato;Guarda-Roupas
13/01/2020;7628519;534804;SP;64,18000031;151,50999450;1;Aprovado;1P;MM;0,00000;215,68999480;Painel Home para TV até 50 Polegadas 2 Nichos Alpes Colibri;Painel para TV
29/01/2020;7821235;517585;SP;318,63000490;1199,89001500;1;Aprovado;1P;Mercado Livre;0,00000;1518,52002000;Conjunto Sala de Jantar 6 Cadeiras Kate Espresso Moveis;Conjuntos de Mesas e Cadeiras de Jantar
04/01/2020;7499358;211501;SP;38,49000168;94,18000031;1;Em Aprovação;1P;Magazine Luiza;-14,13000;118,54000190;Mesa de Cabeceira 1 Gaveta RT 3019 Movelbento;Mesas de Cabeceira
04/01/2020;7495635;379697;SP;190,53999330;2319,69995100;1;Aprovado;1P;Magazine Luiza;0,00000;2510,23994400;Quarto de Bebê Completo com Guarda Roupa 4 Portas e 4 Gavetas, Cômoda e Berço Mini Cama Provençal Henn;Conjuntos de Quarto
31/01/2020;7883597;276379;SC;76,33000183;320,89999390;1;Aprovado;1P;Mercado Livre;0,00000;397,22999570;Guarda Roupa Casal 6 Portas 2 Gavetas Flash II Demóbile;Guarda-Roupas
06/01/2020;7535573;534254;SP;109,18000030;709,90002440;1;Em Aprovação;1P;Magazine Luiza;-70,99000;748,09002690;Conjunto Sala de Jantar Mesa Tampo MDF 4 Cadeiras Espanha Yescasa;Conjuntos de Mesas e Cadeiras de Jantar
08/01/2020;7561395;503817;MG;112,79000090;304,85998540;1;Cancelado;1P;MM;0,00000;417,64998630;Estante para Livros 4 Prateleiras Home Office Espresso Móveis;Estantes
14/01/2020;7640865;340756;MG;139,27999880;474,45999150;2;Aprovado;1P;MM;-28,46235;585,27764320;Poste para Jardim Globo Boca 15 Aço Blumenau;Postes
30/01/2020;7827502;512624;BA;131,08000180;259,89999390;1;Aprovado;1P;MM;-38,99000;351,98999570;Mesa para Escritório Office Estilo Industrial 120cm Kuadra Espresso Móveis;Escrivaninhas
13/01/2020;7635498;1945239;SP;26,95000076;152,25999450;1;Aprovado;3P;MM;0,00000;179,20999530;Tapete para Sala Shaggy Requinte Casa Dona 150x200cm Cinza;Tapetes
21/01/2020;7731135;517292;RJ;250,88000490;1374,19995100;1;Aprovado;1P;Magazine Luiza;0,00000;1625,07995600;Guarda Roupa Casal 2 Portas de Correr 6 Gavetas Toronto Plus Móveis Lopas;Guarda-Roupas
08/01/2020;7552925;1890685;SP;55,00000000;575,70001220;1;Aprovado;3P;MM;0,00000;630,70001220;Cômoda 10 Gavetas com Pés Croácia Gelius Móveis;Cômodas
24/01/2020;7769440;193576;CE;139,63000490;138,89999390;1;Em Aprovação;1P;Magazine Luiza;0,00000;278,52999880;Armário Aéreo para Cozinha 3 Portas Cacau Itatiaia IP3-120;Armários de Cozinha
24/01/2020;7767483;1803228;SP;79,90000153;499,00000000;1;Aprovado;3P;MM;0,00000;578,90000150;Conjunto para Banheiro Gabinete Suspenso e Gaveteiro Completo com Nicho e Cuba 80cm;Gabinetes para Banheiro
21/01/2020;7723486;324851;SP;73,52999878;379,89999390;1;Aprovado;1P;Mercado Livre;0,00000;453,42999270;Painel para TV até 60 Polegadas 1 Gaveta KD2000 Home Quiditá;Painel para TV
17/01/2020;7684335;516940;PE;109,88999940;448,42999270;1;Aprovado;1P;B2W;-22,43000;535,88999180;Gabinete para Banheiro Cuba Sobreposta em Base de Vidro Aveiro MGM Móveis;Gabinetes para Banheiro
06/01/2020;7527655;520140;SP;27,17000008;164,89999390;1;Aprovado;1P;B2W;0,00000;192,06999400;Kit Cuba Q45 Válvula Click 1 Polegada G Compace;Cubas para Banheiro
12/01/2020;7621406;1941990;SP;42,75000000;219,00000000;1;Aprovado;3P;MM;0,00000;261,75000000;Poltrona Luna Braço Madeira - Capuccino;Poltronas
15/01/2020;7655703;457025;GO;143,61999510;124,41999820;1;Aprovado;1P;Mercado Livre;0,00000;268,03998570;Armário Multiuso 2 Portas Ibiza 4099 Móveis Doripel;Armários Multiuso
08/01/2020;7561805;552072;RJ;125,01999660;523,90002440;1;Aprovado;1P;Magazine Luiza;0,00000;648,92002110;Guarda Roupa Solteiro com Espelho 4 Portas 3 Gavetas BHappy Espresso Móveis;Guarda-Roupas
05/01/2020;7514425;98432;MG;72,52999878;275,10000610;1;Aprovado;1P;MM;-27,51000;320,12000490;Bicama Solteiro Laís Cimol;Camas
11/01/2020;7597509;282798;MG;37,59000015;110,90000150;1;Aprovado;1P;B2W;0,00000;148,49000170;Cabeceira Solteiro 90cm Clean Simbal;Cabeceiras
29/01/2020;7820172;344022;SP;61,75999832;531,59997560;4;Aprovado;1P;Magazine Luiza;0,00000;593,35997010;Nicho Modular 2x2 Dominox Belmax;Nichos e Prateleiras
15/01/2020;7657355;505356;SP;32,70000076;137,89999390;1;Cancelado;1P;CNova;0,00000;170,59999470;Tábua de Passar 1 Porta Macapá Arte Móveis;Armários Multiuso
30/01/2020;7831539;479891;SP;115,13999940;752,61999510;1;Aprovado;1P;B2W;0,00000;867,75999450;Guarda Roupa Casal com Espelho 3 Portas de Correr e 9 Gavetas Camille Espresso Móveis;Guarda-Roupas
06/01/2020;7522997;521871;RJ;58,00000000;349,89999390;1;Aprovado;1P;B2W;-34,99000;372,90999220;Gabinete para Banheiro com Espelheira e Gaveteiro Sem Cuba Espresso Móveis;Conjuntos de Banheiro
24/01/2020;7768719;1344701;RJ;27,87999916;199,89999390;1;Aprovado;3P;MM;0,00000;227,77999310;Luminária Piso Chão Articulável Retrô Vintage Leitura Amarela 1,90m LM1787;Luminárias
25/01/2020;7774123;346748;SP;32,02999878;91,90000153;1;Aprovado;1P;Magazine Luiza;0,00000;123,93000030;Armário Multiuso Gramado Linha Inovare Atualle Móveis;Armários de Cozinha
14/01/2020;7644028;1856659;PR;26,72999954;58,20000076;1;Aprovado;3P;MM;0,00000;84,93000031;Suporte para Monitor com 2 Gavetas MDF Color Amarelo Souza;Suporte para Monitor
06/01/2020;7534399;523053;SP;74,66000366;1033,90002400;1;Aprovado;1P;MM;0,00000;1108,56002800;Conjunto Mesa Ana 1,20m com 4 cadeiras Ana;Conjuntos de Mesas e Cadeiras de Jantar
21/01/2020;7728865;550422;PR;71,83999634;259,89999390;1;Aprovado;1P;MM;0,00000;331,73999020;Puff para Quarto Ametista Espresso Móveis;Puffs
26/01/2020;7789816;481379;BA;127,97000120;141,19000240;1;Aprovado;1P;Mercado Livre;0,00000;269,16000370;Aparador com Pés em Metal Porto Espresso Móveis;Aparadores
08/01/2020;7554448;1614074;SP;99,00000000;389,00000000;1;Cancelado;3P;MM;0,00000;488,00000000;Cama Box Baú Casal em Corino Bege com Pistão A Gás - 138x188;Bases Box
29/01/2020;7823821;1715041;MG;22,93000031;181,44000240;1;Aprovado;3P;MM;0,00000;204,37000270;Tapete Passadeira Coffee Break com Antiderrapante-Vermelho-60 x 200;Tapetes
17/01/2020;7685177;148376;SP;58,13000107;469,89999390;1;Cancelado;1P;CNova;0,00000;528,02999500;Conjunto Sala de Jantar Mesa Tampo de Vidro e 4 Cadeiras Espresso Móveis;Conjuntos de Mesas e Cadeiras de Jantar
12/01/2020;7609594;352182;SC;77,47000122;391,89999390;1;Cancelado;1P;MM;0,00000;469,36999510;Cama Casal Madri Espresso Móveis;Camas
05/01/2020;7520728;532772;SP;76,95999908;699,90002440;1;Cancelado;1P;B2W;-139,98000;636,88002780;Quarto de Bebê com Guarda Roupa 3 Portas Cômoda e Berço 3 em 1 Lápis de Cor Espresso Móveis;Conjuntos de Quarto
15/01/2020;7660005;243717;SP;43,97000122;186,89999390;1;Aprovado;1P;MM;0,00000;230,86999510;Cômoda Sapateira 1 Porta 5 Gavetas Zurique Evidência Móveis;Cômodas
30/01/2020;7833415;2252817;SP;24,53000069;189,89999390;1;Aprovado;3P;MM;0,00000;214,42999460;Cadeira Diretor Encosto Telado, Detalhes Horizontais, Pés Cromados - Preta - Ut5Hda7Pt;Cadeiras de Escritório
26/01/2020;7786744;1725578;SP;25,19000053;46,00000000;1;Aprovado;3P;MM;0,00000;71,19000053;Sapateira Flexível VB Home 12 Pares Marrom 2 Unidades;Sapateiras
20/01/2020;7719413;511254;SC;326,72000120;1612,90002400;1;Aprovado;1P;MM;0,00000;1939,62002600;Guarda Roupa Casal 3 Portas de Correr 6 Gavetas Spazio Móveis Lopas;Guarda-Roupas
09/01/2020;7570692;223554;SC;80,75000000;575,90002440;1;Cancelado;1P;Magazine Luiza;0,00000;656,65002440;Guarda Roupa Solteiro 4 Portas com Espelho e Cama Baú Happy Espresso Móveis;Guarda-Roupas
27/01/2020;7794668;556103;SP;69,81999969;253,13000490;1;Aprovado;1P;MM;0,00000;322,95000460;Cômoda 4 Gavetas Granada Espresso Móveis;Cômodas
09/01/2020;7570194;2369763;SP;85,00000000;698,00000000;2;Aprovado;3P;MM;0,00000;783,00000000;Estante ajustável 5 prateleiras G (87x36x175cm) DURATEC;Estantes
18/01/2020;7689553;252263;RJ;193,02999880;686,90002440;1;Aprovado;1P;Mercado Livre;0,00000;879,93002320;Quarto de Bebê com Guarda Roupa 3 Portas Cômoda e Berço Faz de Conta Espresso Móveis;Conjuntos de Quarto
31/01/2020;7843510;164580;PE;278,97000120;731,39001460;1;Cancelado;1P;MM;-29,25707;981,10291750;Guarda Roupa Casal 6 Portas 2 Gavetas Internas E530 Kappesberg;Guarda-Roupas
04/01/2020;7502147;276379;PR;71,86000061;331,73001100;1;Aprovado;1P;Magazine Luiza;0,00000;403,59001160;Guarda Roupa Casal 6 Portas 2 Gavetas Flash II Demóbile;Guarda-Roupas
14/01/2020;7645681;209550;SP;8,21000004;400,26000980;3;Aprovado;1P;MM;-24,01676;384,45325030;Máximo Ar Aço 1 Folha com Grade Quadriculada MGM Minas Sul Vidro Liso Incolor Vidro Liso Incolor 50cm x 50cm;Janelas
21/01/2020;7733247;219326;ES;66,51999664;334,79998780;1;Aprovado;1P;Mercado Livre;0,00000;401,31998440;Sala de Estar Rack com Painel TV até 47 Polegadas e Mesa de Centro Requinte Espresso Móveis;Conjuntos de Sala de Estar
14/01/2020;7647778;566268;RJ;103,94999690;289,89999390;1;Aprovado;1P;Magazine Luiza;0,00000;393,84999080;Rack com Painel Para TV 60 Polegadas Samba 1.4 Yescasa;Rack com Painel
03/01/2020;7485764;475546;SP;0,00000000;239,89999390;1;Aprovado;1P;Magazine Luiza;0,00000;239,89999390;Penteadeira Camarim Suspensa com Espelho Mimo Espresso Móveis;Penteadeiras
08/01/2020;7558013;535871;SP;44,72000122;306,79998780;1;Aprovado;1P;B2W;0,00000;351,51998900;Rack Safira com Painel Kenzo para TV até 50 Polegadas Móveis Bechara;Rack com Painel
14/01/2020;7642423;244173;RS;42,90000153;155,89999390;1;Aprovado;1P;Mercado Livre;0,00000;198,79999540;Balcão de Cozinha sem Pia e Tampo 2 Portas 3 Gavetas Carolina Evidência Móveis;Balcão de Cozinha
